Main_Site_ID,Site_ID,Main_Site_Flag,Miles_from_Main_Site
532680,334422,N,77
532680,388316,N,12.2
532680,528347,N,25
532680,528348,N,9.5
532680,528350,N,23
532680,532680,Y,0
532680,552902,N,105
18633,18633,Y,0
18633,228314,N,0.3
210471,210471,Y,0
210511,210511,Y,0
409776,409776,Y,0
409776,522475,N,49
17536,17536,Y,0
17560,17560,Y,0
17580,17580,Y,0
331093,331093,Y,0
210550,210550,Y,0
507678,507678,Y,0
210557,210557,Y,0
210558,210558,Y,0
543136,543136,Y,0
421484,421484,Y,0
573291,573291,Y,0
523589,523589,Y,0
210616,210616,Y,0
210618,210618,Y,0
21803,21803,Y,0
210628,210628,Y,0
210631,210631,Y,0
210634,210634,Y,0
210643,210643,Y,0
210652,210652,Y,0
210654,210654,Y,0
148744,148744,Y,0
210661,210661,Y,0
497170,497170,Y,0
497170,497171,N,1.5
347227,347227,Y,0
210691,210691,Y,0
485522,485522,Y,0
17967,17967,Y,0
210701,210701,Y,0
210708,210708,Y,0
527036,487561,N,2
527036,527036,Y,0
17995,17995,Y,0
210722,210722,Y,0
521352,521352,Y,0
210739,24400,N,1
210739,24403,N,3
210739,107899,N,1
210739,183673,N,0.1
210739,210739,Y,0
210739,390979,N,1
210739,397829,N,1
210739,420970,N,1
210739,466811,N,14
210739,512534,N,1
210739,521885,N,1
210739,533063,N,37.7
210739,533065,N,2.8
210739,533246,N,12.5
210739,533272,N,37.7
210739,533275,N,7.5
210739,533276,N,0.7
210739,564788,N,0.1
210739,570523,N,15
210739,570645,N,15
210739,579509,N,8
210739,590819,N,0.1
210739,592871,N,4.9
210739,613164,N,0.1
210739,613165,N,4
210739,617222,N,3
210741,210741,Y,0
210751,210751,Y,0
355602,355602,Y,0
200777,200777,Y,0
428945,428945,Y,0
210783,210783,Y,0
210787,210787,Y,0
508466,508466,Y,0
210801,210801,Y,0
18287,18287,Y,0
531739,531739,Y,0
371009,371009,Y,0
18861,18861,Y,0
210838,210838,Y,0
577326,577326,Y,0
587071,587071,Y,0
587071,587074,N,0.1
587071,587076,N,0.1
587071,587078,N,0.1
587071,587080,N,0.1
587071,587081,N,0.1
587071,587082,N,0.1
210891,210891,Y,0
19741,19741,Y,0
210892,210892,Y,0
210893,210893,Y,0
210905,210905,Y,0
210915,210915,Y,0
210916,210916,Y,0
210916,483141,N,1.2
560878,560878,Y,0
25320,25320,Y,0
210943,210943,Y,0
501286,501286,Y,0
18726,18726,Y,0
384954,384954,Y,0
210959,210959,Y,0
210966,210966,Y,0
210967,210967,Y,0
16962,16962,Y,0
16964,16964,Y,0
521361,521361,Y,0
210977,104911,N,3
210977,210977,Y,0
210977,239579,N,25
100472,100472,Y,0
394188,394188,Y,0
210999,210999,Y,0
211022,211022,Y,0
211023,211023,Y,0
211027,211027,Y,0
211030,211030,Y,0
211045,211045,Y,0
211053,211053,Y,0
17163,17163,Y,0
211057,211057,Y,0
211058,211058,Y,0
608129,608129,Y,0
17213,471327,N,0.4
211079,211079,Y,0
211086,211086,Y,0
211096,211096,Y,0
17278,17278,Y,0
17278,263878,N,2
17278,415940,N,65
17278,459854,N,3
17278,516343,N,60
211105,211105,Y,0
211111,211111,Y,0
211114,211114,Y,0
403653,403653,Y,0
17335,17335,Y,0
211130,211130,Y,0
211138,211138,Y,0
211141,211141,Y,0
211154,211154,Y,0
525371,525371,Y,0
211162,211162,Y,0
211162,569321,N,0.1
166152,166152,Y,0
572457,572457,Y,0
17471,17471,Y,0
211181,211181,Y,0
211185,211185,Y,0
211186,211186,Y,0
211188,211188,Y,0
211189,211189,Y,0
591998,180871,N,1
591998,180873,N,35
591998,211192,N,0.1
591998,240112,N,20
591998,547355,N,1
591998,591998,Y,0
591998,608272,N,0.1
211211,211211,Y,0
211214,211214,Y,0
211225,211225,Y,0
211225,595725,N,2
17849,17849,Y,0
17451,17451,Y,0
211231,211231,Y,0
211234,211234,Y,0
211234,508248,N,20
211235,211235,Y,0
211236,211236,Y,0
211238,211238,Y,0
211240,211240,Y,0
555326,555326,Y,0
18141,18141,Y,0
211248,211248,Y,0
211253,211253,Y,0
211254,211254,Y,0
211255,211255,Y,0
19886,19886,Y,0
19886,167088,N,53
19886,482503,N,40
211259,211259,Y,0
20126,20126,Y,0
211263,151679,N,40
211263,211263,Y,0
211263,225949,N,24
211263,380391,N,19
211263,525525,N,73
211263,525527,N,72
211263,590882,N,73.9
211263,602080,N,74.3
20354,20354,Y,0
211265,211265,Y,0
211271,211271,Y,0
211272,211272,Y,0
211279,211279,Y,0
211280,211280,Y,0
211280,570739,N,0.5
211281,211281,Y,0
211285,211285,Y,0
211291,211291,Y,0
17679,17679,Y,0
17679,251359,N,153
20591,20591,Y,0
211299,211299,Y,0
521374,20519,N,8
521374,64551,N,20
521374,192661,N,20
521374,328520,N,16
521374,375433,N,16
521374,521374,Y,0
521374,557631,N,8
17613,17613,Y,0
211310,211310,Y,0
211312,211312,Y,0
211313,211313,Y,0
431160,431160,Y,0
211315,211315,Y,0
211316,211316,Y,0
211317,211317,Y,0
211318,211318,Y,0
211319,211319,Y,0
211320,20646,N,12
211320,211320,Y,0
211321,211321,Y,0
211322,211322,Y,0
211323,211323,Y,0
211324,211324,Y,0
27659,27659,Y,0
211326,211326,Y,0
211327,211327,Y,0
211330,211330,Y,0
211331,211331,Y,0
211334,211334,Y,0
211335,211335,Y,0
533143,533143,Y,0
570806,570806,Y,0
211343,211343,Y,0
211346,211346,Y,0
556543,556543,Y,0
204580,204580,Y,0
609985,609985,Y,0
414472,414472,Y,0
211393,211393,Y,0
211394,211394,Y,0
235877,235877,Y,0
211411,211411,Y,0
211415,211415,Y,0
211415,474057,N,58
211415,515504,N,73
211415,519470,N,86
211416,211416,Y,0
211416,352266,N,34
211416,352267,N,44
211416,593400,N,48.4
211419,211419,Y,0
18715,18715,Y,0
18715,474530,N,10
18715,528981,N,6
18715,533580,N,3
18715,598494,N,4
211435,211435,Y,0
521378,521378,Y,0
211441,211441,Y,0
23405,23405,Y,0
211446,211446,Y,0
24808,24808,Y,0
211451,211451,Y,0
211453,211453,Y,0
211469,211469,Y,0
521379,521379,Y,0
521379,579472,N,5
521379,579473,N,23.2
521379,587212,N,23.1
521379,590211,N,19.1
521379,611485,N,25.5
211471,211471,Y,0
427440,427440,Y,0
211478,19384,N,75
211478,211478,Y,0
211478,303417,N,68
211478,303418,N,110
211478,379350,N,60
211480,211480,Y,0
211480,586252,N,18
211485,211485,Y,0
211508,211508,Y,0
17914,17914,Y,0
211512,211512,Y,0
211525,211525,Y,0
211543,211543,Y,0
211543,450602,N,0.1
211544,211544,Y,0
211546,211546,Y,0
211546,236345,N,0.2
211546,236346,N,5
18679,18679,Y,0
211580,211580,Y,0
19361,19361,Y,0
19361,102317,N,30
211584,211584,Y,0
211597,211597,Y,0
211603,211603,Y,0
211603,362787,N,28
396119,396119,Y,0
211607,211607,Y,0
33196,33196,Y,0
211613,211613,Y,0
211613,408348,N,35
143006,143006,Y,0
143006,375266,N,5
143006,375267,N,0.3
143006,484062,N,2
143006,532402,N,0.1
211625,211625,Y,0
211625,395617,N,0.3
211625,433223,N,0.3
211625,445483,N,2
211625,478069,N,0.1
211625,580681,N,0.1
211625,580682,N,0.1
26710,26710,Y,0
20781,20781,Y,0
20781,395960,N,1.5
20781,450566,N,0.1
20781,450567,N,0.2
20781,450570,N,1
20781,450573,N,1
20781,483739,N,11
211627,211627,Y,0
211627,471582,N,18
211627,490229,N,1
17331,17331,Y,0
17331,79313,N,0.4
17331,385598,N,0.1
17331,561743,N,0.4
17331,567962,N,5
211638,211638,Y,0
26630,26419,N,0.5
26630,26421,N,1
26630,26630,Y,0
26630,446841,N,2
26630,494692,N,3
26630,502872,N,12
26630,510525,N,34
26630,519513,N,1.5
26630,543404,N,12
26630,569804,N,10.4
26630,581452,N,21
26630,599839,N,31
390254,195704,N,60
390254,211642,N,100
390254,338147,N,250
390254,390254,Y,0
390254,390267,N,120
390254,429725,N,10
390254,530413,N,5
211649,18926,N,3
211649,42393,N,4.5
211649,115710,N,5.8
211649,211649,Y,0
211649,370960,N,2.8
211649,370962,N,3.6
211649,370970,N,2
211649,370983,N,0.1
211649,370991,N,0.1
211649,435940,N,2.8
211649,473543,N,2.8
211649,473546,N,5.3
211649,475183,N,2
211649,514715,N,13
211649,551460,N,5.4
211649,573573,N,4.7
211649,587512,N,4.7
18754,18754,Y,0
18754,234110,N,2
18754,458558,N,0.2
18754,458561,N,0.2
18754,458565,N,0.3
211657,211657,Y,0
211657,402332,N,0.1
211657,563114,N,0.1
403256,228760,N,3
403256,228762,N,25
403256,228763,N,30
403256,228764,N,25
403256,228765,N,32
403256,403254,N,1
403256,403256,Y,0
403256,447509,N,1
403256,497979,N,1
403256,532337,N,24
403256,553580,N,1
403256,558225,N,13
403256,593417,N,3.4
403256,594777,N,4.3
403256,607911,N,0.1
211671,211671,Y,0
211671,368061,N,4
211671,526639,N,0.1
211671,529850,N,3
211671,533154,N,4
211671,537284,N,6
211671,585364,N,6
211677,22275,N,30
211677,22277,N,42
211677,93628,N,9
211677,93631,N,1.6
211677,93637,N,45
211677,93638,N,2
211677,194123,N,5
211677,194124,N,50
211677,194126,N,3.5
211677,194131,N,12
211677,211677,Y,0
211677,288842,N,5
211677,335214,N,7
211677,335216,N,24
211677,335231,N,0.2
211677,335411,N,0.1
211677,404524,N,3.5
211677,405000,N,6
211677,405002,N,2
211677,405004,N,0.2
211677,445741,N,8.1
211677,445742,N,1.6
211677,445743,N,1.3
211677,445744,N,1
211677,445745,N,8.1
211677,454014,N,2
211677,454032,N,2
211677,507282,N,24
211677,507283,N,3.2
211677,528713,N,8.1
211677,528714,N,5.8
211677,543183,N,3.5
211677,543253,N,0.1
211677,551744,N,6.8
211677,553782,N,1
211677,556932,N,0.4
211677,559899,N,14.9
211677,564825,N,8.8
211677,572829,N,6.1
211677,576021,N,6.8
211677,585577,N,24
211677,594192,N,4.2
211677,608184,N,40
211677,618372,N,15.6
211679,211679,Y,0
211679,284656,N,0.5
211679,492514,N,3
211679,533131,N,0.1
211679,550463,N,0.5
211679,571887,N,0.5
211679,583105,N,0.5
211679,583112,N,1
211679,608545,N,8.3
211679,608726,N,8.3
211679,608728,N,8.3
211684,211684,Y,0
211689,211689,Y,0
211689,229745,N,132
211689,349603,N,100
211689,349608,N,53
211689,446876,N,99
211689,544542,N,218
211689,555536,N,306
211689,555537,N,187
211689,555538,N,278
211689,565514,N,173
211689,565515,N,218
211689,598149,N,252
211690,108367,N,110
211690,211690,Y,0
211690,378573,N,130
211690,521236,N,119
211690,557364,N,91
450747,450747,Y,0
458895,18845,N,32
458895,405409,N,17
458895,458197,N,35
458895,458895,Y,0
458895,488623,N,5
458895,536100,N,0.3
211693,211693,Y,0
18407,18407,Y,0
18407,90718,N,4
18407,497033,N,4
18407,533190,N,2
18407,534388,N,17
18407,547386,N,0.2
18407,547422,N,4.4
18407,547423,N,11.2
18407,580577,N,20.1
17696,17696,Y,0
17696,402942,N,0.1
17696,451218,N,1
17696,497405,N,0.1
17696,497407,N,0.1
211723,211723,Y,0
211723,386737,N,18
211723,470264,N,0.1
211723,539073,N,0.1
380064,380064,Y,0
380064,438400,N,1.2
380064,459242,N,1.6
380064,499118,N,0.3
380064,531126,N,0.4
380064,592366,N,0.5
380064,592367,N,0.9
211737,211737,Y,0
211737,521805,N,0.3
211737,523986,N,10
211737,590622,N,22
211739,211739,Y,0
211739,467886,N,2
17017,17017,Y,0
17017,355035,N,10
17017,355118,N,0.1
17017,413817,N,4
17017,458471,N,3.1
17017,458538,N,0.5
17017,479117,N,15.1
17017,593047,N,8.2
211761,211761,Y,0
211782,211782,Y,0
211782,325758,N,50
211782,390490,N,111
211782,481932,N,63
211782,506284,N,170
211782,545939,N,47.5
211782,597034,N,102
211783,211783,Y,0
211783,488378,N,75
211783,496305,N,52
211783,585709,N,75.1
211790,161457,N,50
211790,161458,N,75
211790,211790,Y,0
211790,296095,N,35
211790,379815,N,29
211790,379816,N,40
211790,474944,N,90
211790,474945,N,163
211790,523975,N,2
211790,524263,N,80
211790,578112,N,90
211791,211791,Y,0
211791,225989,N,30
211791,269461,N,25
211791,269462,N,35
211791,269463,N,30
211791,355315,N,60
211791,470030,N,44
211791,502754,N,20
211792,211792,Y,0
211792,560336,N,37
211792,588871,N,60.6
211800,211800,Y,0
211800,237296,N,0.1
211801,211801,Y,0
211801,513772,N,12
211818,211818,Y,0
211818,226004,N,117
211818,226007,N,62
211818,259423,N,235
211818,471291,N,181
211819,211819,Y,0
211819,332370,N,80
211819,341216,N,5
211819,470853,N,64
211819,471828,N,116
211819,481938,N,36
211822,211822,Y,0
211822,298603,N,33
211822,518685,N,32
211822,518686,N,27
211822,544895,N,17.5
211822,544907,N,40
211823,211823,Y,0
211823,335958,N,119
211823,390549,N,81
211823,390555,N,80
211823,489513,N,60
211823,489514,N,102
211823,494682,N,50
211823,562942,N,54
211824,26035,N,85
211824,211824,Y,0
211824,269089,N,33
211824,269090,N,33
211824,358066,N,132
211824,358074,N,103
211824,517167,N,40
211825,72240,N,112
211825,211825,Y,0
211825,325798,N,78.3
211825,325799,N,74
211825,389894,N,127
211825,389895,N,38
211825,389896,N,40.6
211825,479607,N,110
20522,20522,Y,0
20522,397514,N,0.1
20522,503777,N,0.1
20522,600561,N,0.1
211832,211832,Y,0
211832,329581,N,17
211832,329582,N,20
211832,332770,N,7
211832,609491,N,15
211851,46938,N,7.5
211851,46946,N,20
211851,137511,N,3
211851,211851,Y,0
211851,369952,N,2
211851,485403,N,33
211851,511441,N,3.3
211851,522152,N,0.5
459556,123902,N,27
459556,123904,N,25
459556,459556,Y,0
459556,459577,N,1
459556,533601,N,1.4
459556,603034,N,0.2
459556,605438,N,0.2
211867,211867,Y,0
211867,268352,N,50
211867,268353,N,40
211867,420062,N,65
211867,420063,N,70
211867,451388,N,95
211868,211868,Y,0
211868,457899,N,25
211868,457901,N,28
521396,390403,N,62
521396,390405,N,120
521396,491685,N,66
521396,521396,Y,0
18760,18760,Y,0
211879,192086,N,0.1
211879,211879,Y,0
211879,323408,N,1
211879,396423,N,10
211879,497835,N,5
211879,504137,N,4
211879,504139,N,0.1
211879,504140,N,1
211879,524406,N,4
211879,530738,N,1
19256,19256,Y,0
19256,28202,N,3
19256,444816,N,105
19256,479659,N,22
19256,545621,N,81.2
211884,211884,Y,0
211884,575781,N,4.8
211886,211886,Y,0
211886,436562,N,11
211886,470860,N,117
211886,475195,N,102
211886,481624,N,80
211886,487766,N,70
211886,492536,N,80
211886,555325,N,75
211886,564587,N,46
211886,600233,N,6
28461,28461,Y,0
28461,204339,N,30
28461,227210,N,30
211891,19005,N,15
211891,211891,Y,0
211891,389759,N,2
211891,389764,N,0.1
211891,425169,N,13
211891,425170,N,0.1
211891,425174,N,12
211891,426136,N,0.1
211891,426351,N,0.1
211891,434842,N,2
211891,438133,N,2
211891,438134,N,0.1
211891,438180,N,0.1
211891,438183,N,0.1
211891,489769,N,2
211891,489770,N,2
211891,522658,N,0.1
211891,522659,N,0.1
211891,552374,N,0.1
211891,566442,N,0.1
211891,566569,N,0.1
211891,591026,N,0.1
19258,19258,Y,0
19258,549147,N,1.5
19258,597655,N,1
211897,211897,Y,0
211897,439879,N,0.1
211897,490661,N,15
211897,508057,N,0.1
211897,530730,N,20
211897,530732,N,0.1
211897,530757,N,0.1
211897,530758,N,0.1
211897,530759,N,0.1
211897,530764,N,0.1
211897,530773,N,0.1
211897,554108,N,0.1
211897,559245,N,0.1
211897,562192,N,0.1
211897,562707,N,0.1
211897,576368,N,0.1
211897,580849,N,0.1
211897,586191,N,0.1
211897,586438,N,15
211897,592336,N,0.5
211897,609475,N,0.1
211898,211898,Y,0
211898,468839,N,2
211899,19416,N,25
211899,193471,N,32.2
211899,193475,N,32.7
211899,193477,N,45
211899,211899,Y,0
211899,336960,N,64
211899,337872,N,75
211899,337873,N,66
211899,337876,N,87.4
211899,337878,N,8
211899,337879,N,110
211899,337880,N,87
211899,337883,N,45
211899,337884,N,65
211899,481318,N,45
211899,532857,N,30.6
211899,547661,N,5
211899,565151,N,1.5
211900,25141,N,10
211900,211900,Y,0
211900,332423,N,5
211900,332426,N,20
211900,332429,N,20
211900,390577,N,22
211900,439236,N,17
211900,439301,N,43
211900,508700,N,1
19152,19152,Y,0
19152,119022,N,1
19152,119025,N,11
19152,413419,N,0.1
19152,456927,N,21
211911,211911,Y,0
211911,435966,N,70
211911,435967,N,32
211911,545239,N,3
211915,211915,Y,0
19077,19077,Y,0
19077,475169,N,1
19077,514274,N,0.3
19077,536851,N,1
19077,565789,N,1
24127,24127,Y,0
211933,19290,N,9
211933,28025,N,25
211933,77830,N,90
211933,79509,N,40
211933,195894,N,75
211933,211933,Y,0
211933,337429,N,90
211933,337431,N,60
211933,390581,N,130
211933,497018,N,22
211934,211934,Y,0
211934,259008,N,62
211934,459297,N,151
211934,533033,N,88
211934,533042,N,113
211935,148544,N,80
211935,148547,N,56
211935,150892,N,250
211935,211935,Y,0
211935,259023,N,173
211935,289551,N,55
211935,289552,N,75
211935,455182,N,141
211935,469159,N,250
211935,470971,N,150
211935,492368,N,64
211935,500508,N,42
211941,104446,N,69
211941,104447,N,40
211941,211941,Y,0
211941,461175,N,85
211941,464536,N,90
211941,471311,N,50
211945,211945,Y,0
211945,390852,N,89
211945,434394,N,240
211945,468729,N,97
211945,499776,N,101
211945,499777,N,140
211946,211946,Y,0
211946,226019,N,189
211946,226020,N,225
211946,226021,N,142
211946,226022,N,285
211946,251406,N,239
211946,350485,N,60
211946,450987,N,225
211946,450992,N,92
211946,450994,N,128
211946,529489,N,22
211946,531264,N,135
318459,318459,Y,0
318459,532887,N,4
19228,19228,Y,0
19228,497689,N,2.5
19228,497690,N,8
19228,520420,N,30
19228,589766,N,37.7
19228,612007,N,68
19033,19033,Y,0
19033,194122,N,64
19033,336973,N,42
19033,336974,N,50
19033,440010,N,111
19033,440013,N,109
19033,503641,N,44
211968,19051,N,13.6
211968,211968,Y,0
211968,319835,N,23.8
211968,435378,N,28.3
211968,486142,N,120
211968,500959,N,28.1
211968,567478,N,3.5
17196,17196,Y,0
17196,293485,N,0.3
17196,427969,N,1
17196,460070,N,0.3
17196,563089,N,0.1
17196,563091,N,7
211973,98047,N,35
211973,211973,Y,0
211973,349001,N,178
211973,350010,N,41
211973,457209,N,91
211973,469784,N,90
211973,491096,N,8.3
211973,566277,N,4.7
211973,578520,N,16.1
211973,605015,N,2.6
211973,605180,N,14.8
211974,211974,Y,0
211974,223629,N,154
211974,223631,N,220
211974,340991,N,112
211974,439396,N,380
211974,496835,N,450
211974,506994,N,130
211974,506995,N,479
211974,616550,N,145
161460,27018,N,4
161460,46413,N,7
161460,46416,N,5
161460,46417,N,4
161460,46431,N,4
161460,46441,N,3
161460,136718,N,4
161460,136719,N,4
161460,136724,N,5
161460,161460,Y,0
161460,161465,N,4
161460,161476,N,7
161460,161481,N,4
161460,170335,N,1
161460,172583,N,4
161460,317511,N,6
161460,317514,N,0.1
161460,318807,N,15
161460,376061,N,10
161460,376062,N,12
161460,376067,N,15
161460,392174,N,5
161460,392175,N,8
161460,392176,N,8
161460,392177,N,10
161460,392178,N,10
161460,392179,N,10
161460,392180,N,10
161460,392181,N,10
161460,392182,N,10
161460,392183,N,3
161460,392184,N,5
161460,421760,N,0.2
161460,429732,N,3
161460,429733,N,5
161460,429735,N,15
161460,429830,N,7
161460,429831,N,7
161460,429832,N,7
161460,429833,N,10
161460,429837,N,5
161460,429839,N,5
161460,429840,N,0.5
161460,429854,N,5
161460,429859,N,40
161460,429865,N,0.2
161460,429889,N,0.1
161460,429891,N,15
161460,430363,N,0.2
161460,431399,N,12
161460,431400,N,7
161460,431401,N,7
161460,431402,N,7
161460,431403,N,7
161460,431405,N,20
161460,431406,N,7
161460,431407,N,15
161460,431408,N,17
161460,431409,N,5
161460,431431,N,0.1
161460,431441,N,5
161460,474074,N,3
161460,474227,N,21
161460,474298,N,7
161460,474299,N,3
161460,474628,N,6
161460,474630,N,0.1
161460,474713,N,3
161460,474715,N,3
161460,474834,N,11
161460,488081,N,5
161460,488082,N,5
161460,488084,N,5
161460,488085,N,5
161460,491297,N,3
161460,491298,N,5
161460,499602,N,5
161460,502904,N,0.1
161460,502905,N,0.1
161460,502906,N,0.1
161460,502908,N,0.5
161460,502909,N,15
161460,502911,N,5
161460,502913,N,6
161460,502917,N,5
161460,503057,N,15
161460,513247,N,4
161460,513248,N,3
161460,514388,N,5
161460,527801,N,3.2
161460,527804,N,5
161460,527805,N,4.5
161460,528075,N,5
161460,528077,N,4.5
161460,528078,N,2.2
161460,528082,N,0.3
161460,533450,N,0.1
161460,547486,N,6
161460,573174,N,6
161460,573340,N,15
161460,573341,N,5
161460,573342,N,15
161460,573343,N,0.1
161460,573344,N,10
161460,573345,N,7
161460,573346,N,10
161460,573347,N,2
161460,573559,N,7
161460,573560,N,0.1
161460,579457,N,12
161460,579458,N,12
161460,579459,N,5
161460,579460,N,10
161460,579461,N,5
161460,579462,N,10
161460,579463,N,10
161460,579464,N,7
161460,579465,N,5
161460,579466,N,7
161460,579467,N,5
161460,579468,N,12
161460,579469,N,5
211980,211980,Y,0
211980,537417,N,0.1
211981,211981,Y,0
211981,227414,N,26
211981,332373,N,36.5
211981,390205,N,75
211981,390206,N,43.2
19301,19301,Y,0
19301,302908,N,228
19301,302911,N,120
19301,302912,N,92
19301,302913,N,72
19301,444801,N,123
19301,481943,N,79
19301,491095,N,106
211991,19016,N,123
211991,153170,N,79
211991,211991,Y,0
211991,302090,N,120
211991,490389,N,78
211992,28032,N,17
211992,211992,Y,0
211992,303406,N,30
211992,319216,N,30
211992,391010,N,16
211992,491691,N,0.1
211992,516368,N,48
211992,534286,N,2
211992,536977,N,2
211993,211993,Y,0
211993,457228,N,79
211993,457230,N,95
211993,457242,N,136
211993,457243,N,91
211993,457244,N,120
211993,457245,N,173
211993,496885,N,6
211993,531973,N,82.2
211999,211999,Y,0
211999,445840,N,20
211999,445842,N,15
211999,445843,N,14
211999,502625,N,3
212003,212003,Y,0
19149,19149,Y,0
19149,389167,N,43
19149,389169,N,39
19149,389182,N,63.5
19149,389188,N,25
19149,389194,N,22
19149,531860,N,166
19149,600659,N,2
18930,18930,Y,0
18930,296120,N,122
18930,296121,N,17
18930,380440,N,157
18930,380493,N,47
18930,380494,N,50
18930,380495,N,57
18930,380500,N,108
18930,380501,N,14
18930,380642,N,36
18930,421266,N,21
18930,515354,N,147
212006,212006,Y,0
212006,225896,N,97
212006,322113,N,168
212006,336945,N,76
18838,18838,Y,0
18838,205559,N,45
18838,340944,N,60
18838,457194,N,100
212013,212013,Y,0
212017,212017,Y,0
212017,380226,N,40
212017,464353,N,49
212017,507845,N,50
212017,507846,N,70
212020,212020,Y,0
212020,420232,N,40
212020,420233,N,95
212020,420234,N,51
212020,420235,N,120
212022,164431,N,1.5
212022,164435,N,1.5
212022,164437,N,8
212022,212022,Y,0
212022,380158,N,15
212022,420589,N,0.1
212022,509269,N,7
212022,509271,N,22
212022,509278,N,1
212022,519805,N,0.2
212022,543251,N,6
212022,567544,N,0.1
212022,567548,N,22
212022,567549,N,15
212022,567551,N,3
212033,196606,N,3.2
212033,212033,Y,0
212033,587478,N,5
25856,25856,Y,0
25856,294609,N,22
25856,294610,N,30
25856,380461,N,39
497635,399756,N,233
497635,399757,N,12
497635,399758,N,70
497635,399759,N,25
497635,399760,N,72
497635,399761,N,122
497635,457748,N,11
497635,497635,Y,0
212069,22568,N,7
212069,212069,Y,0
212069,350279,N,117
212069,405550,N,60
212069,405556,N,120
212069,405557,N,121
212069,464305,N,42
212069,492906,N,53
212069,506873,N,32
212069,506874,N,81
212081,212081,Y,0
212081,385972,N,10
212081,390188,N,0.5
212081,474038,N,4
212081,493968,N,19
212081,493970,N,1
212081,493971,N,23
212081,493972,N,5
212081,493973,N,11
212081,493974,N,11
212081,493976,N,22
212081,493977,N,13
212081,493979,N,5
212081,493980,N,5
212081,493981,N,14
212081,493982,N,27
212081,494086,N,10
212081,512216,N,10
212081,532488,N,5
212081,532489,N,11
212081,557292,N,15
212081,557443,N,15
212081,557445,N,10
212081,568358,N,8
212081,577775,N,10
212081,587949,N,11
212081,589247,N,11
212081,589248,N,10
212081,602687,N,15
212081,614340,N,20
212081,614342,N,20
212081,614343,N,5
212081,614344,N,0.5
212088,212088,Y,0
212088,347402,N,14
212088,347521,N,30
212088,347524,N,70
212088,430408,N,11
212088,505016,N,2
212094,35378,N,91
212094,212094,Y,0
212094,289469,N,93
212094,463634,N,45
212094,463635,N,79
212094,502294,N,64
212094,504045,N,101
212094,518864,N,64
212110,18743,N,140
212110,212110,Y,0
212110,319774,N,180
212110,319775,N,120
212110,481681,N,150
212110,486780,N,60
212110,507325,N,5
212110,507326,N,55
212110,515774,N,104
212110,519545,N,220
212110,537103,N,90
212110,590763,N,185
19017,19017,Y,0
19017,226551,N,98
19017,338456,N,47
19017,457918,N,65
19017,500295,N,86
19017,500367,N,165
19017,530844,N,1.5
19017,565399,N,3.5
19017,596459,N,2.2
212111,212111,Y,0
212111,235420,N,34
212111,235421,N,30
212111,380212,N,36
212111,380217,N,94
212111,462795,N,16
212111,520732,N,64
303649,303649,Y,0
303649,452406,N,0.1
303649,469937,N,0.1
521405,88520,N,0.5
521405,285921,N,0.5
521405,521405,Y,0
19502,19502,Y,0
19502,507339,N,1
19502,507792,N,1
19502,508485,N,1
19502,516621,N,1
19502,563092,N,1
19502,569143,N,1
19502,597626,N,1
212169,19241,N,3
212169,22785,N,3
212169,100439,N,1
212169,100440,N,17
212169,191583,N,3
212169,191586,N,1
212169,212169,Y,0
212169,248945,N,7
212169,337286,N,1
212169,411036,N,1
212169,411037,N,1
212169,510065,N,1
212169,510659,N,1
212169,510660,N,7
212169,530057,N,1
212172,19718,N,8
212172,212172,Y,0
212172,361586,N,7
212172,410275,N,0.1
212172,410279,N,6.5
212172,410280,N,35
212172,410281,N,7.5
212172,410286,N,8
212172,410287,N,11.5
212172,410288,N,12
212172,410290,N,11
212172,410291,N,4
212172,410318,N,10
212172,431028,N,6.5
212172,446383,N,25
212172,497779,N,6.5
212172,536852,N,1
212172,536854,N,1
212172,551866,N,16.5
212172,560976,N,12
212172,578690,N,13
212172,578691,N,9
212172,578692,N,6.5
212172,578701,N,60
212172,578705,N,14
212172,585791,N,16.5
19379,19379,Y,0
19379,415364,N,0.1
19379,415368,N,0.1
19379,465231,N,8
19379,466212,N,8
19379,526780,N,0.1
19379,554528,N,0.1
212177,36147,N,7
212177,212177,Y,0
212177,563410,N,7
212177,597151,N,7
19036,19036,Y,0
19036,297031,N,13
19036,375256,N,33
19036,385536,N,20
19036,420560,N,7
19036,451573,N,22
19036,471040,N,10
19036,481865,N,11
19036,518757,N,0.1
19036,518758,N,0.2
19036,518759,N,0.2
19036,537349,N,60
19036,551053,N,0.1
19036,560299,N,10
19036,593089,N,15
19036,593091,N,5
19036,606821,N,27
212181,212181,Y,0
212181,348718,N,67
212181,470023,N,70
212181,504832,N,58
212181,591778,N,53
535642,535642,Y,0
212187,212187,Y,0
212187,449671,N,2
369676,212195,N,0.1
369676,369676,Y,0
369676,552900,N,0.2
521408,506732,N,17
521408,507287,N,1
521408,521408,Y,0
521408,561432,N,0.5
521408,585765,N,16.6
521408,612289,N,0.5
17694,17694,Y,0
17694,477680,N,11
17694,497806,N,4
17694,604692,N,4
17694,604693,N,1
17698,17698,Y,0
212216,179069,N,6
212216,212216,Y,0
212216,462581,N,3
212216,475816,N,2
212216,482050,N,0.1
212216,482053,N,2
212216,486796,N,2
212216,536008,N,11.1
212216,542874,N,2
212216,565990,N,12
212216,570297,N,13.7
212216,570299,N,15.3
212217,212217,Y,0
